koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
CANDIDATE,0.992,0,0,0,0,3.035206175,5.17e-06,-5.17e-06,132.3291,0.00134,-0.00134,0.965,0.006,-0.683,0.6182,0.0834,-0.0834,697.0,43.9,-43.9,3.59,0.8,-0.37,1143.0,403.53,275.65,-115.9,19.1,1.0,5505.0,164.0,-164.0,4.503,0.063,-0.158,0.873,0.195,-0.09,282.33563,42.84544,15.556
FALSE POSITIVE,,1,0,0,0,28.7369766,0.000307,-0.000307,153.842,0.0119,-0.0119,0.1108,0.4193,-0.1107,1.586,0.414,-0.414,525.0,133.0,-133.0,1.95,0.86,-0.16,550.0,21.64,29.48,-5.51,5.5,1.0,5722.0,184.0,-173.0,4.547,0.031,-0.302,0.854,0.378,-0.07,285.40469,42.907589,15.642
FALSE POSITIVE,0.0,0,1,0,0,21.3419702,,,134.094,,,,,,10.73,,,,,,,,,,105.86,158.56,-48.26,,1.0,,,,,,,,,,298.36188,41.781109,13.87
CANDIDATE,0.675,0,0,0,0,7.6720844,0.000155,-0.000155,134.1756,0.011,-0.011,0.523,0.301,-0.358,3.451,0.609,-0.609,75.1,13.1,-13.1,0.72,0.2,-0.05,875.0,138.74,112.16,-33.21,8.4,1.0,5972.0,161.0,-179.0,4.57,0.035,-0.196,0.807,0.222,-0.059,290.44476,48.462891,14.766
FALSE POSITIVE,0.0,0,1,0,0,220.9290121,0.000509,-0.000509,240.81927,0.00185,-0.00185,0.826,0.002,-0.609,7.335,0.218,-0.218,2460.0,39.1,-39.1,5.24,1.61,-0.64,299.0,1.89,1.69,-0.6,70.4,1.0,5893.0,159.0,-176.0,4.483,0.065,-0.208,0.941,0.288,-0.115,296.03668,47.180119,14.707
CANDIDATE,0.996,0,0,0,0,96.4562198,0.000423,-0.000423,214.74931,0.00341,-0.00341,0.775,0.114,-0.526,11.195,0.166,-0.166,951.0,18.3,-18.3,9.1,1.63,-3.03,727.0,65.96,36.34,-40.12,54.6,1.0,7029.0,194.0,-219.0,3.806,0.277,-0.092,2.704,0.485,-0.901,284.41592,48.65802,12.998
FALSE POSITIVE,0.011,1,0,0,0,494.165759,0.00879,-0.00879,472.0427,0.013,-0.013,0.41,0.073,-0.41,2.239,0.477,-0.477,1440.0,246.0,-246.0,4.5,1.27,-0.54,265.0,1.17,0.98,-0.39,7.4,1.0,6392.0,179.0,-224.0,4.399,0.06,-0.18,1.162,0.327,-0.14,291.51395,38.365471,15.404
FALSE POSITIVE,0.874,0,0,1,0,3.690317047,3.99e-06,-3.99e-06,131.542094,0.000882,-0.000882,1.151,43.06,-0.087,1.3784,0.0519,-0.0519,466.0,13.6,-13.6,20.23,6.41,-2.74,1280.0,634.09,601.51,-219.34,43.0,1.0,6120.0,181.0,-200.0,4.395,0.09,-0.21,1.054,0.334,-0.143,294.01492,42.139191,14.336
CANDIDATE,1.0,0,0,0,0,7.305706326,8.19e-06,-8.19e-06,131.77905,0.000945,-0.000945,0.826,0.069,-0.575,1.4228,0.0284,-0.0284,265.0,6.9,-6.9,2.11,0.33,-0.25,972.0,210.72,89.48,-60.72,43.6,3.0,5620.0,100.0,-112.0,4.333,0.115,-0.115,1.143,0.174,-0.139,282.39194,43.889351,12.701
FALSE POSITIVE,0.0,0,1,1,0,0.584148495,1.6e-06,-1.6e-06,131.84461,0.00285,-0.00285,0.584,0.35,-0.374,1.6192,0.0969,-0.0969,66.2,3.6,-3.6,0.87,0.29,-0.18,2130.0,4882.9,4900.81,-2122.64,21.9,1.0,5427.0,160.0,-144.0,4.347,0.184,-0.225,1.031,0.346,-0.213,292.97867,42.056492,13.949
CONFIRMED,1.0,0,0,0,0,6.581477136,5.49e-06,-5.49e-06,174.787814,0.00063,-0.00063,0.137,0.314,-0.137,3.0896,0.0368,-0.0368,2320.0,22.1,-22.1,4.56,1.56,-0.72,881.0,142.63,149.93,-53.12,116.2,1.0,5188.0,171.0,-155.0,4.4,0.14,-0.26,0.973,0.333,-0.154,297.31598,46.023258,15.471
FALSE POSITIVE,0.0,0,1,0,0,5.06318803,1.21e-06,-1.21e-06,133.707285,0.000196,-0.000196,3.4,0.108,-0.131,13.8913,0.021,-0.021,663000.0,505.0,-505.0,302.18,41.0,-37.0,908.0,160.52,77.18,-51.79,1602.7,1.0,5375.0,189.0,-170.0,4.531,0.099,-0.081,0.752,0.102,-0.092,292.35315,41.324242,15.001
CONFIRMED,0.999,0,0,0,0,9.98970266,4.17e-05,-4.17e-05,133.76102,0.00342,-0.00342,0.005,0.447,-0.005,3.7,0.109,-0.109,988.0,46.4,-46.4,2.48,0.42,-0.18,705.0,58.26,33.11,-14.82,24.1,1.0,5265.0,184.0,-184.0,4.58,0.03,-0.112,0.81,0.137,-0.059,292.16858,43.779671,15.909
CONFIRMED,0.998,0,0,0,0,1.68189051,1.08e-05,-1.08e-05,133.07951,0.00512,-0.00512,0.415,0.047,-0.415,2.992,0.161,-0.161,83.2,5.6,-5.6,1.27,0.2,-0.23,1790.0,2432.14,1005.66,-880.04,17.4,1.0,5827.0,70.0,-79.0,4.191,0.162,-0.108,1.374,0.221,-0.246,289.95651,47.02039,14.812
CANDIDATE,0.987,0,0,0,0,302.779824,0.00959,-0.00959,355.5989,0.0268,-0.0268,0.001,0.44,-0.001,16.847,0.721,-0.721,271.0,25.2,-25.2,1.31,0.34,-0.12,246.0,0.87,0.66,-0.22,12.3,1.0,5734.0,154.0,-154.0,4.572,0.042,-0.168,0.797,0.207,-0.069,295.98404,40.043621,14.16
FALSE POSITIVE,0.0,1,0,1,1,12.4261177,0.000108,-0.000108,141.51156,0.00788,-0.00788,0.945,0.02,-0.029,28.5357,0.0,0.0,1230.0,15.3,-15.3,3.8,0.92,-0.33,724.0,64.95,47.44,-17.39,89.9,1.0,5713.0,169.0,-186.0,4.554,0.04,-0.16,0.851,0.205,-0.073,297.59494,40.594139,15.99
FALSE POSITIVE,0.0,1,0,0,0,308.185801,0.00471,-0.00471,306.2132,0.0156,-0.0156,0.023,0.428,-0.023,3.689,0.294,-0.294,709.0,86.3,-86.3,2.12,0.44,-0.18,230.0,0.66,0.44,-0.18,9.5,1.0,5380.0,187.0,-187.0,4.581,0.025,-0.144,0.813,0.169,-0.068,288.10904,38.652012,14.664
CONFIRMED,1.0,0,0,0,0,15.33528675,1.99e-05,-1.99e-05,174.00278,0.00103,-0.00103,0.773,0.006,-0.543,3.897,0.0771,-0.0771,3080.0,39.0,-39.0,5.0,0.49,-0.18,610.0,32.67,9.96,-4.63,86.6,2.0,5251.0,105.0,-105.0,4.581,0.01,-0.085,0.817,0.08,-0.029,292.23676,41.08588,15.855
FALSE POSITIVE,0.0,0,1,1,1,0.750737313,4.81e-06,-4.81e-06,131.82143,0.00606,-0.00606,0.463,0.016,-0.447,1.712,0.171,-0.171,38.8,3.9,-3.9,0.48,0.04,-0.02,1603.0,1558.69,387.19,-198.44,13.4,1.0,5151.0,72.0,-92.0,4.602,0.01,-0.07,0.761,0.066,-0.024,293.82587,48.34436,12.306
FALSE POSITIVE,0.0,0,0,1,1,1.7592691,1.57e-05,-1.57e-05,132.07552,0.00804,-0.00804,0.564,0.0,-0.478,2.381,0.199,-0.199,140.0,12.3,-12.3,1.21,0.35,-0.18,1519.0,1254.94,1091.77,-450.98,13.5,1.0,5784.0,172.0,-190.0,4.416,0.105,-0.195,0.984,0.285,-0.142,295.23151,44.1129,15.229
FALSE POSITIVE,0.0,0,1,1,0,2.507089906,2.4e-06,-2.4e-06,171.002455,0.000835,-0.000835,1.255,16.5,-0.349,2.0067,0.0427,-0.0427,1340.0,24.7,-24.7,30.26,9.57,-3.19,1326.0,730.47,699.82,-230.11,64.9,1.0,5926.0,184.0,-226.0,4.506,0.054,-0.216,0.939,0.297,-0.099,295.37805,40.493401,15.555
FALSE POSITIVE,0.0,0,1,0,0,10.30698279,8.65e-07,-8.65e-07,143.7331641,6.95e-05,-6.95e-05,0.564,0.003,-0.004,11.4277,0.00381,-0.00381,342000.0,103.0,-103.0,81.21,21.8,-21.8,960.0,200.8,158.38,-104.35,3691.9,1.0,5912.0,160.0,-160.0,4.225,0.258,-0.172,1.217,0.326,-0.326,292.26981,37.6982,13.545
FALSE POSITIVE,0.0,0,0,1,1,1.89125855,3.73e-05,-3.73e-05,132.6891,0.0208,-0.0208,0.677,0.249,-0.431,5.415,0.447,-0.447,67.9,3.6,-3.6,0.81,0.17,-0.11,1671.0,1839.74,1111.9,-632.74,24.8,1.0,6569.0,157.0,-197.0,4.41,0.15,-0.165,0.927,0.193,-0.129,290.29932,37.908932,13.517
FALSE POSITIVE,0.0,0,1,0,0,9.089355023,2.21e-06,-2.21e-06,139.083714,0.000194,-0.000194,0.647,0.003,-0.003,6.4006,0.0122,-0.0122,101000.0,202.0,-202.0,68.91,16.8,-16.8,1511.0,1233.59,922.96,-629.49,756.4,1.0,7675.0,237.0,-290.0,4.051,0.165,-0.165,2.015,0.492,-0.492,297.11826,47.741611,13.015
FALSE POSITIVE,0.0,0,1,1,0,670.645531,0.00124,-0.00124,209.04355,0.00157,-0.00157,0.701,0.004,-0.005,53.412,0.131,-0.131,18100.0,33.5,-33.5,14.14,2.13,-0.71,196.0,0.35,0.15,-0.06,642.7,1.0,5520.0,100.0,-111.0,4.466,0.032,-0.12,0.983,0.148,-0.049,296.69861,49.316479,15.207
CONFIRMED,1.0,0,0,0,0,4.77800306,3.38e-06,-3.38e-06,124.061465,0.000588,-0.000588,0.02,0.359,-0.02,2.7361,0.0184,-0.0184,473.0,4.6,-4.6,1.85,0.13,-0.14,932.0,177.79,44.24,-37.22,115.4,2.0,5192.0,103.0,-103.0,4.489,0.066,-0.054,0.873,0.065,-0.065,299.13922,40.94902,13.04
FALSE POSITIVE,0.008,1,0,0,0,373.89398,0.0166,-0.0166,261.4968,0.0349,-0.0349,0.963,0.067,-0.658,27.66,2.3,-2.3,730.0,52.4,-52.4,2.51,0.27,-0.24,206.0,0.42,0.16,-0.11,18.5,3.0,5263.0,157.0,-141.0,4.574,0.078,-0.052,0.699,0.074,-0.066,290.93597,47.29073,14.911
FALSE POSITIVE,0.002,0,0,1,0,4.60690612,3.86e-05,-3.86e-05,135.19221,0.00787,-0.00787,0.203,0.258,-0.203,4.176,0.244,-0.244,138.0,12.3,-12.3,0.9,0.19,-0.08,950.0,192.38,123.7,-49.36,13.3,1.0,5529.0,167.0,-150.0,4.583,0.045,-0.135,0.775,0.161,-0.069,284.65338,42.48835,15.069
CANDIDATE,,0,0,0,0,349.58811,0.0125,-0.0125,183.0587,0.0273,-0.0273,0.1899,0.2825,-0.1899,5.052,0.885,-0.885,373.0,54.9,-54.9,134.79,38.5,-32.8,1351.0,787.87,626.72,-387.09,11.6,1.0,3860.0,81.0,-112.0,0.949,0.03,-0.029,74.32,21.213,-18.098,295.16342,39.180187,12.989
FALSE POSITIVE,0.0,0,0,1,1,3.74786694,3.78e-05,-3.78e-05,134.17739,0.00883,-0.00883,0.49,0.46,-0.277,3.632,0.267,-0.267,80.9,5.3,-5.3,0.89,0.28,-0.09,1176.0,451.72,407.46,-133.55,19.1,1.0,5957.0,160.0,-195.0,4.498,0.039,-0.221,0.971,0.299,-0.1,291.00818,50.255589,13.567
CONFIRMED,0.976,0,0,0,0,174.510276,0.00215,-0.00215,201.47056,0.00966,-0.00966,0.024,0.413,-0.024,6.689,0.345,-0.345,1530.0,115.0,-115.0,1.74,0.14,-0.2,186.0,0.28,0.09,-0.09,14.8,1.0,4367.0,124.0,-155.0,4.822,0.06,-0.054,0.452,0.038,-0.052,300.48816,44.46067,15.873
CANDIDATE,1.0,0,0,0,0,0.805941833,8.19e-07,-8.19e-07,132.127874,0.000852,-0.000852,1.339,9.378,-0.063,1.4432,0.0459,-0.0459,3180.0,75.1,-75.1,29.85,3.11,-2.84,1498.0,1189.65,440.69,-326.34,55.4,1.0,5022.0,149.0,-149.0,4.597,0.072,-0.048,0.672,0.07,-0.064,291.55447,51.043201,14.169
FALSE POSITIVE,0.0,0,1,1,1,14.46993942,8.97e-05,-8.97e-05,141.81105,0.00582,-0.00582,1.027,43.29,-0.044,7.455,0.205,-0.205,1240.0,34.8,-34.8,85.84,9.85,-13.5,1713.0,2033.61,724.84,-728.2,41.9,1.0,4735.0,105.0,-117.0,2.715,0.03,-0.03,9.043,1.037,-1.426,290.22916,37.76141,14.962
CANDIDATE,,0,0,0,0,173.2578372,0.000817,-0.000817,194.4584,0.00392,-0.00392,1.9038,0.0241,-0.7369,2.027,0.266,-0.266,687.0,70.1,-70.1,117.29,72.7,-13.2,376.0,4.73,8.87,-1.51,13.5,1.0,6392.0,147.0,-228.0,4.399,0.057,-0.351,1.162,0.72,-0.131,283.72552,45.676849,14.201
FALSE POSITIVE,0.0,0,1,1,0,10.31872301,2.85e-05,-2.85e-05,173.31543,0.00224,-0.00224,1.215,59.52,-0.463,3.836,0.121,-0.121,872.0,26.4,-26.4,28.59,8.61,-3.69,876.0,139.26,125.69,-46.77,38.2,1.0,5927.0,176.0,-193.0,4.409,0.084,-0.196,1.06,0.319,-0.137,291.84891,37.713501,15.065
CONFIRMED,0.768,0,0,0,0,39.859505,0.00127,-0.00127,154.7616,0.0241,-0.0241,0.398,0.077,-0.398,7.987,0.695,-0.695,156.0,13.3,-13.3,1.62,0.25,-0.31,597.0,29.97,12.29,-11.4,13.9,1.0,5675.0,76.0,-76.0,4.209,0.176,-0.108,1.292,0.202,-0.247,285.34695,48.312248,14.131
CONFIRMED,0.997,0,0,0,0,207.5829306,0.000574,-0.000574,289.88311,0.00204,-0.00204,0.84,0.031,-0.572,7.0686,0.0866,-0.0866,505.0,7.6,-7.6,4.52,0.79,-1.04,453.0,9.97,4.79,-4.58,70.0,2.0,6688.0,120.0,-147.0,4.062,0.174,-0.116,1.79,0.311,-0.415,299.82117,43.81427,11.642
FALSE POSITIVE,,1,0,0,0,545.54618,0.014,-0.014,406.0538,0.0236,-0.0236,0.4307,0.0801,-0.3938,6.944,0.632,-0.632,178.0,20.5,-20.5,2.01,1.02,-0.51,296.0,1.82,2.72,-0.92,9.0,1.0,6432.0,149.0,-192.0,4.145,0.215,-0.267,1.476,0.749,-0.374,283.8624,39.9454,11.577
CONFIRMED,1.0,0,0,0,0,3.25058201,1.27e-05,-1.27e-05,133.69472,0.00312,-0.00312,0.684,0.017,-0.509,2.2537,0.098,-0.098,218.0,10.5,-10.5,1.19,0.07,-0.05,962.0,202.09,43.74,-31.85,24.0,3.0,5001.0,99.0,0.0,4.582,0.024,-0.048,0.76,0.046,-0.034,285.99988,40.919319,14.194
FALSE POSITIVE,,0,0,0,0,82.37208458,,,208.4205685,,,,,,6.35,,,,,,,,,,,,,,,,,,,,,,,,290.29456,45.56461,14.688
CONFIRMED,0.978,0,0,0,0,91.7732862,0.000752,-0.000752,193.8378,0.00643,-0.00643,0.606,0.335,-0.4,6.473,0.204,-0.204,652.0,36.2,-36.2,2.12,0.48,-0.21,359.0,3.92,2.64,-1.06,19.1,2.0,5586.0,152.0,-152.0,4.56,0.05,-0.15,0.798,0.181,-0.077,285.71854,48.505859,15.082
FALSE POSITIVE,0.0,0,1,1,0,1.217266418,2.06e-07,-2.06e-07,133.328666,0.000141,-0.000141,0.878,0.002,-0.002,3.3208,0.0126,-0.0126,5810.0,12.6,-12.6,14.49,2.46,-2.46,2378.0,7548.29,3241.96,-2609.5,603.4,1.0,6631.0,73.0,-86.0,4.145,0.132,-0.108,1.638,0.278,-0.278,292.76434,41.27528,13.371
CANDIDATE,0.989,0,0,0,0,11.45541896,9.72e-05,-9.72e-05,136.32524,0.00717,-0.00717,0.116,0.351,-0.116,4.95,0.222,-0.222,68.6,5.1,-5.1,1.12,0.2,-0.11,975.0,213.86,103.88,-56.26,15.8,1.0,6231.0,112.0,-137.0,4.276,0.076,-0.123,1.356,0.239,-0.139,299.707,43.622601,13.066
CONFIRMED,0.997,0,0,0,0,21.803708,0.000136,-0.000136,139.07199,0.00494,-0.00494,0.568,0.355,-0.354,3.369,0.157,-0.157,246.0,14.4,-14.4,1.11,0.09,-0.03,473.0,11.82,3.03,-1.56,18.5,4.0,4799.0,95.0,-95.0,4.631,0.012,-0.048,0.692,0.054,-0.021,292.65842,38.34539,14.023
CONFIRMED,1.0,0,0,0,0,10.03538181,6.48e-06,-6.48e-06,137.471481,0.00054,-0.00054,0.079,0.284,-0.079,3.4062,0.0265,-0.0265,2830.0,21.7,-21.7,4.42,1.13,-0.38,786.0,90.33,68.12,-23.39,150.9,1.0,5813.0,157.0,-174.0,4.561,0.042,-0.168,0.833,0.213,-0.071,296.23511,39.370338,15.062
CANDIDATE,1.0,0,0,0,0,103.4269873,0.000868,-0.000868,220.22869,0.00761,-0.00761,0.013,0.421,-0.013,5.03,0.197,-0.197,950.0,62.6,-62.6,3.16,0.97,-0.39,416.0,7.08,6.58,-2.49,17.8,1.0,6208.0,194.0,-259.0,4.454,0.052,-0.195,1.024,0.314,-0.126,291.92255,42.00256,15.549
CANDIDATE,0.969,0,0,0,0,10.4314847,7.38e-05,-7.38e-05,135.54229,0.00649,-0.00649,0.95,0.001,-0.734,2.09,0.161,-0.161,59.1,6.8,-6.8,0.77,0.13,-0.07,700.0,56.67,30.8,-15.22,9.6,2.0,5361.0,159.0,-159.0,4.588,0.038,-0.113,0.774,0.133,-0.071,293.29279,41.997589,13.241
FALSE POSITIVE,0.0,0,0,1,1,2.11548883,2.14e-05,-2.14e-05,132.00942,0.0098,-0.0098,0.505,0.474,-0.298,4.008,0.324,-0.324,170.0,12.0,-12.0,1.29,0.4,-0.13,1426.0,978.38,906.12,-292.55,17.6,1.0,5952.0,184.0,-205.0,4.489,0.052,-0.208,0.971,0.297,-0.099,287.18967,38.42382,15.627
FALSE POSITIVE,0.122,1,0,1,0,7.7333361,8.83e-05,-8.83e-05,133.58981,0.00852,-0.00852,0.084,0.368,-0.084,2.807,0.283,-0.283,127.0,15.6,-15.6,0.57,0.04,-0.05,479.0,12.41,2.99,-2.88,9.3,3.0,3780.0,76.0,-83.0,4.746,0.042,-0.031,0.511,0.036,-0.043,287.85812,42.542629,15.108
CANDIDATE,0.886,0,0,0,0,12.85755895,9.5e-05,-9.5e-05,141.85597,0.00641,-0.00641,0.55,0.033,-0.457,4.831,0.188,-0.188,107.0,8.5,-8.5,1.23,0.19,-0.21,860.0,129.15,52.29,-44.62,14.2,1.0,5860.0,79.0,-79.0,4.276,0.162,-0.108,1.156,0.178,-0.195,294.30099,39.519058,13.821
CANDIDATE,0.989,0,0,0,0,11.1438086,0.000293,-0.000293,131.725,0.0201,-0.0201,0.629,0.041,-0.477,7.905,0.705,-0.705,41.7,4.6,-4.6,0.75,0.12,-0.08,906.0,159.1,72.79,-43.07,10.9,1.0,6095.0,122.0,-134.0,4.349,0.099,-0.121,1.11,0.178,-0.119,296.8432,43.697441,13.556
CANDIDATE,1.0,0,0,0,0,19.65639342,6.99e-05,-6.99e-05,140.29937,0.00266,-0.00266,0.955,0.004,-0.664,3.226,0.215,-0.215,843.0,37.3,-37.3,2.83,0.43,-0.22,549.0,21.5,10.59,-5.23,25.5,1.0,5288.0,159.0,-143.0,4.613,0.036,-0.09,0.74,0.112,-0.06,297.73984,46.94191,15.372
FALSE POSITIVE,,1,0,0,0,247.4772431,,,195.2104849,,,,,,7.6,,,,,,,,,,,,,,1.0,,,,,,,,,,293.14627,48.058331,15.78
CONFIRMED,1.0,0,0,0,0,5.62006198,3e-05,-3e-05,132.95381,0.00453,-0.00453,0.969,0.005,-0.751,2.751,0.12,-0.12,190.0,13.0,-13.0,1.45,0.08,-0.06,772.0,84.01,16.64,-11.46,17.4,1.0,4868.0,78.0,-78.0,4.6,0.014,-0.049,0.746,0.045,-0.03,289.55301,41.297852,14.009
CANDIDATE,0.923,0,0,0,0,72.9332762,0.000808,-0.000808,198.11468,0.00911,-0.00911,0.106,0.351,-0.106,3.829,0.313,-0.313,770.0,79.4,-79.4,2.45,0.22,-0.18,389.0,5.44,1.44,-1.03,11.3,1.0,5316.0,85.0,-74.0,4.47,0.07,-0.07,0.902,0.081,-0.066,291.56476,38.074589,15.679
CONFIRMED,0.997,0,0,0,0,36.33750453,7.26e-05,-7.26e-05,160.39806,0.00158,-0.00158,0.825,0.019,-0.069,7.06,0.161,-0.161,2830.0,32.5,-32.5,5.3,1.38,-0.46,513.0,16.36,12.57,-4.3,96.8,1.0,5717.0,156.0,-173.0,4.538,0.044,-0.187,0.884,0.23,-0.077,294.10818,44.770699,15.773
CONFIRMED,1.0,0,0,0,0,5.90127815,7.03e-06,-7.03e-06,171.40674,0.000884,-0.000884,0.03,0.288,-0.03,2.1979,0.0307,-0.0307,1530.0,28.9,-28.9,1.94,0.13,-0.2,514.0,16.54,3.85,-4.36,56.6,1.0,3731.0,73.0,-83.0,4.75,0.052,-0.028,0.498,0.034,-0.051,297.84241,46.574268,15.801
FALSE POSITIVE,,1,0,0,0,245.059374,0.00544,-0.00544,301.678,0.0132,-0.0132,0.0927,0.3532,-0.0927,9.549,0.601,-0.601,165.0,13.6,-13.6,1.63,0.66,-0.5,356.0,3.81,4.55,-2.18,15.1,,6036.0,176.0,-149.0,4.127,0.332,-0.26,1.265,0.504,-0.394,293.81812,45.20153,12.854
CONFIRMED,0.999,0,0,0,0,33.0063185,0.000149,-0.000149,145.38821,0.00392,-0.00392,0.39,0.063,-0.39,7.118,0.12,-0.12,278.0,7.6,-7.6,3.13,0.45,-0.76,778.0,86.38,35.64,-40.42,38.2,2.0,5968.0,120.0,-108.0,3.972,0.21,-0.084,1.857,0.264,-0.452,286.58316,39.077202,13.42
CANDIDATE,1.0,0,0,0,0,3.42390809,1.79e-05,-1.79e-05,132.88326,0.00423,-0.00423,0.213,0.243,-0.213,1.773,0.134,-0.134,153.0,14.0,-14.0,1.25,0.2,-0.08,1212.0,508.75,211.76,-92.51,13.1,1.0,5788.0,78.0,-86.0,4.442,0.051,-0.119,1.015,0.161,-0.069,292.57336,46.36684,15.067
FALSE POSITIVE,0.0,0,1,1,1,1.506507172,2.45e-06,-2.45e-06,178.18515,0.00131,-0.00131,1.226,0.776,-0.037,4.5346,0.0719,-0.0719,881.0,12.0,-12.0,13.4,0.79,-0.99,801.0,97.56,18.93,-19.63,86.7,1.0,3755.0,59.0,-66.0,4.774,0.042,-0.025,0.473,0.028,-0.035,293.61743,45.016701,15.591
CONFIRMED,0.868,0,0,0,0,7.0257409,2.35e-05,-2.35e-05,133.62713,0.00283,-0.00283,0.812,0.129,-0.563,2.245,0.0807,-0.0807,191.0,9.7,-9.7,1.56,0.23,-0.18,969.0,208.92,86.45,-57.59,21.2,3.0,5767.0,115.0,-104.0,4.389,0.099,-0.11,1.014,0.145,-0.119,291.09723,38.87561,14.002
FALSE POSITIVE,0.0,0,1,0,0,30.13013,4.37e-06,-4.37e-06,152.231115,0.000116,-0.000116,0.631,0.015,-0.015,13.4919,0.0063,-0.0063,281000.0,142.0,-142.0,83.75,18.7,-12.4,753.0,76.07,48.23,-27.78,2583.7,1.0,6674.0,150.0,-218.0,4.286,0.088,-0.143,1.347,0.3,-0.2,292.10236,42.252239,13.076
FALSE POSITIVE,0.0,0,0,1,1,2.48883033,2.6e-05,-2.6e-05,132.11766,0.0098,-0.0098,0.696,0.264,-0.477,4.268,0.305,-0.305,51.4,4.0,-4.0,0.64,0.14,-0.07,1230.0,540.34,364.72,-152.03,15.1,1.0,5615.0,152.0,-152.0,4.514,0.077,-0.154,0.833,0.189,-0.087,293.25812,46.305729,14.103
FALSE POSITIVE,0.0,0,0,1,1,1.33256979,1.32e-05,-1.32e-05,132.05279,0.00885,-0.00885,0.207,0.277,-0.207,3.293,0.245,-0.245,104.0,6.9,-6.9,0.97,0.3,-0.1,1692.0,1943.76,1779.52,-571.71,18.4,1.0,6089.0,181.0,-199.0,4.495,0.05,-0.2,0.95,0.29,-0.097,295.19983,46.731731,15.377
FALSE POSITIVE,0.0,0,1,0,0,1.247156944,2.41e-06,-2.41e-06,132.36584,0.00184,-0.00184,25.224,10.33,-0.013,2.6779,0.0369,-0.0369,135000.0,1740.0,-1740.0,26042.9,9460.0,-11600.0,4120.0,68223.38,74432.78,-49313.25,92.4,1.0,4770.0,143.0,-129.0,2.605,0.442,-0.238,9.67,3.511,-4.292,294.10733,46.209469,17.474
CONFIRMED,0.997,0,0,0,0,6.84978728,5.24e-05,-5.24e-05,134.66167,0.00755,-0.00755,0.954,0.003,-0.696,4.919,0.162,-0.162,139.0,9.0,-9.0,1.83,0.3,-0.21,1081.0,322.19,140.61,-82.27,17.0,3.0,6056.0,81.0,-90.0,4.332,0.08,-0.12,1.209,0.202,-0.134,291.2562,49.258949,14.881
CANDIDATE,1.0,0,0,0,0,10.27380957,5.93e-05,-5.93e-05,134.65748,0.00505,-0.00505,0.125,0.334,-0.125,3.252,0.141,-0.141,353.0,20.5,-20.5,1.68,0.16,-0.08,799.0,96.27,24.4,-14.49,19.2,1.0,5806.0,69.0,-87.0,4.528,0.023,-0.068,0.899,0.084,-0.045,292.42758,37.320808,14.909
FALSE POSITIVE,0.0,0,0,1,1,0.54624855,8.73e-07,-8.73e-07,178.5614,0.00131,-0.00131,1.215,1.07,-0.006,2.0543,0.0732,-0.0732,640.0,18.6,-18.6,18.93,3.18,-1.46,1837.0,2677.36,1432.81,-657.57,42.9,1.0,5414.0,162.0,-162.0,4.625,0.035,-0.105,0.714,0.12,-0.055,287.13388,37.83926,15.996
FALSE POSITIVE,0.0,0,1,0,0,30.5528701,1.83e-05,-1.83e-05,143.348399,0.000672,-0.000672,1.134,0.104,-0.215,5.3367,0.014,-0.014,63500.0,148.0,-148.0,63.57,20.8,-7.42,685.0,51.9,50.09,-17.25,510.8,1.0,6441.0,179.0,-246.0,4.367,0.072,-0.203,1.165,0.381,-0.136,290.96396,38.469501,16.245
CANDIDATE,0.668,0,0,0,0,1.9997244,1.98e-05,-1.98e-05,131.93045,0.00906,-0.00906,0.37,0.096,-0.37,1.976,0.322,-0.322,85.1,16.5,-16.5,0.84,0.2,-0.09,1385.0,870.41,608.84,-251.28,8.9,1.0,5838.0,146.0,-175.0,4.529,0.042,-0.178,0.897,0.216,-0.093,291.72018,49.084541,15.512
FALSE POSITIVE,0.0,0,0,1,0,0.987069622,,,131.9133173,,,0.2,,,1.0092,,,385.0,,,2.43,0.78,-0.27,2232.0,5878.09,5405.33,-1744.55,2.5,1.0,6602.0,150.0,-201.0,4.354,0.065,-0.195,1.223,0.397,-0.132,298.34821,39.97628,13.114
FALSE POSITIVE,0.0,0,1,0,0,19.979098,2.76e-05,-2.76e-05,137.14659,0.00153,-0.00153,0.576,0.007,-0.012,10.5638,0.0387,-0.0387,38400.0,104.0,-104.0,22.98,6.3,-5.17,739.0,70.59,58.51,-33.52,449.1,1.0,5907.0,178.0,-196.0,4.296,0.209,-0.19,1.126,0.309,-0.253,299.15503,40.288132,16.299
